Plot,Corner,Species,Row,Column,TP_ID,Add_Year,Obs_Date,Germ.binom
20,SW,BLACK,3,H,201920BLACKSW3H,2019,2019-09-21,1
23,NE,BLACK,2,J,201923BLACKNE2J,2019,2019-09-21,1
8,SW,BLUE,3,F,20198BLUESW3F,2019,2019-09-21,1
14,NE,BLUE,1,B,201914BLUENE1B,2019,2019-09-21,1
14,NE,BLUE,1,C,201914BLUENE1C,2019,2019-09-21,1
14,SW,BLUE,1,F,201914BLUESW1F,2019,2019-09-21,1
18,SW,BLUE,1,F,201918BLUESW1F,2019,2019-09-21,1
20,SW,BLUE,1,F,201920BLUESW1F,2019,2019-09-21,1
8,SW,BLUE,1,G,20198BLUESW1G,2019,2019-09-21,1
18,SW,BLUE,1,G,201918BLUESW1G,2019,2019-09-21,1
10,SW,BLUE,1,H,201910BLUESW1H,2019,2019-09-21,1
14,SW,BLUE,1,H,201914BLUESW1H,2019,2019-09-21,1
18,SW,BLUE,1,A,201918BLUESW1A,2019,2019-09-21,1
24,SW,BLUE,1,A,201924BLUESW1A,2019,2019-09-21,1
30,SW,BLUE,1,A,201930BLUESW1A,2019,2019-09-21,1
30,SW,BLUE,1,C,201930BLUESW1C,2019,2019-09-21,1
14,SW,BLUE,1,E,201914BLUESW1E,2019,2019-09-21,1
20,SW,BLUE,1,E,201920BLUESW1E,2019,2019-09-21,1
24,SW,BLUE,1,E,201924BLUESW1E,2019,2019-09-21,1
18,SW,BLUE,2,F,201918BLUESW2F,2019,2019-09-21,1
5,SW,BLUE,3,G,20195BLUESW3G,2019,2019-09-21,1
10,SW,BLUE,3,H,201910BLUESW3H,2019,2019-09-21,1
10,SW,BLUE,3,I,201910BLUESW3I,2019,2019-09-21,1
14,NE,BLUE,2,I,201914BLUENE2I,2019,2019-09-21,1
14,NE,BLUE,3,B,201914BLUENE3B,2019,2019-09-21,1
14,NE,BLUE,3,D,201914BLUENE3D,2019,2019-09-21,1
14,NE,BLUE,3,E,201914BLUENE3E,2019,2019-09-21,1
14,SW,BLUE,3,G,201914BLUESW3G,2019,2019-09-21,1
24,SW,BLUE,3,F,201924BLUESW3F,2019,2019-09-21,1
5,SW,BLUE,1,B,20195BLUESW1B,2019,2019-09-21,1
30,SW,BLUE,2,H,201930BLUESW2H,2019,2019-09-21,1
8,SW,BLUE,3,J,20198BLUESW3J,2019,2019-09-21,1
30,SW,BLUE,1,H,201930BLUESW1H,2019,2019-09-21,1
30,SW,BLUE,1,I,201930BLUESW1I,2019,2019-09-21,1
24,SW,BLUE,1,J,201924BLUESW1J,2019,2019-09-21,1
30,SW,BLUE,1,J,201930BLUESW1J,2019,2019-09-21,1
30,SW,BLUE,1,B,201930BLUESW1B,2019,2019-09-21,1
10,SW,BLUE,1,E,201910BLUESW1E,2019,2019-09-21,1
8,SW,BLUE,3,I,20198BLUESW3I,2019,2019-09-21,1
9,SW,BLUE,3,F,20199BLUESW3F,2019,2019-09-21,1
20,SW,BLUE,3,J,201920BLUESW3J,2019,2019-09-21,1
10,SW,BLUE,2,H,201910BLUESW2H,2019,2019-09-21,1
14,SW,BLUE,3,H,201914BLUESW3H,2019,2019-09-21,1
30,SW,BLUE,1,G,201930BLUESW1G,2019,2019-09-21,1
12,SW,BLUE,1,H,201912BLUESW1H,2019,2019-09-21,1
3,SW,BLUE,1,J,20193BLUESW1J,2019,2019-09-21,1
10,SW,BLUE,1,J,201910BLUESW1J,2019,2019-09-21,1
10,SW,BLUE,1,B,201910BLUESW1B,2019,2019-09-21,1
10,SW,BLUE,1,C,201910BLUESW1C,2019,2019-09-21,1
8,SW,BLUE,1,E,20198BLUESW1E,2019,2019-09-21,1
30,SW,BLUE,2,G,201930BLUESW2G,2019,2019-09-21,1
14,SW,BLUE,2,I,201914BLUESW2I,2019,2019-09-21,1
14,SW,BLUE,2,J,201914BLUESW2J,2019,2019-09-21,1
5,NE,BLUE,3,E,20195BLUENE3E,2019,2019-09-21,1
5,SW,BLUE,2,A,20195BLUESW2A,2019,2019-09-21,1
10,SW,BLUE,2,B,201910BLUESW2B,2019,2019-09-21,1
12,SW,BLUE,2,A,201912BLUESW2A,2019,2019-09-21,1
10,SW,BLUE,1,F,201910BLUESW1F,2019,2019-09-21,1
22,SW,BLUE,1,H,201922BLUESW1H,2019,2019-09-21,1
14,SW,BLUE,1,A,201914BLUESW1A,2019,2019-09-21,1
14,SW,BLUE,1,B,201914BLUESW1B,2019,2019-09-21,1
14,SW,BLUE,1,C,201914BLUESW1C,2019,2019-09-21,1
14,SW,BLUE,1,D,201914BLUESW1D,2019,2019-09-21,1
10,SW,BLUE,2,F,201910BLUESW2F,2019,2019-09-21,1
14,SW,BLUE,2,F,201914BLUESW2F,2019,2019-09-21,1
14,SW,BLUE,2,G,201914BLUESW2G,2019,2019-09-21,1
20,SW,BLUE,2,G,201920BLUESW2G,2019,2019-09-21,1
24,SW,BLUE,2,G,201924BLUESW2G,2019,2019-09-21,1
20,SW,BLUE,2,H,201920BLUESW2H,2019,2019-09-21,1
24,SW,BLUE,2,H,201924BLUESW2H,2019,2019-09-21,1
10,SW,BLUE,2,I,201910BLUESW2I,2019,2019-09-21,1
20,SW,BLUE,2,I,201920BLUESW2I,2019,2019-09-21,1
24,SW,BLUE,2,I,201924BLUESW2I,2019,2019-09-21,1
10,SW,BLUE,2,J,201910BLUESW2J,2019,2019-09-21,1
5,NE,BLUE,2,F,20195BLUENE2F,2019,2019-09-21,1
5,NE,BLUE,3,C,20195BLUENE3C,2019,2019-09-21,1
5,NE,BLUE,3,D,20195BLUENE3D,2019,2019-09-21,1
6,SW,BLUE,2,D,20196BLUESW2D,2019,2019-09-21,1
10,SW,BLUE,2,D,201910BLUESW2D,2019,2019-09-21,1
12,NE,BLUE,3,C,201912BLUENE3C,2019,2019-09-21,1
12,SW,BLUE,2,E,201912BLUESW2E,2019,2019-09-21,1
13,NE,BLUE,2,H,201913BLUENE2H,2019,2019-09-21,1
14,SW,BLUE,2,E,201914BLUESW2E,2019,2019-09-21,1
14,SW,BLUE,3,F,201914BLUESW3F,2019,2019-09-21,1
18,SW,BLACK,1,H,201918BLACKSW1H,2019,2019-09-28,1
25,SW,BLACK,1,D,201925BLACKSW1D,2019,2019-09-28,1
18,SW,BLUE,1,B,201918BLUESW1B,2019,2019-09-28,1
13,SW,BLUE,3,H,201913BLUESW3H,2019,2019-10-22,1
11,SW,BLACK,5,D,201911BLACKSW5D,2019,2020-07-31,1
17,SW,BLACK,5,I,201917BLACKSW5I,2019,2020-07-31,1
17,SW,BLACK,3,B,201917BLACKSW3B,2019,2020-07-31,1
17,SW,BLACK,3,D,201917BLACKSW3D,2019,2020-07-31,1
12,SW,BLACK,5,D,201912BLACKSW5D,2019,2020-07-31,1
17,SW,BLACK,5,E,201917BLACKSW5E,2019,2020-07-31,1
23,SW,BLACK,5,F,201923BLACKSW5F,2019,2020-07-31,1
3,SW,BLACK,5,G,20193BLACKSW5G,2019,2020-07-31,1
15,SW,BLACK,5,H,201915BLACKSW5H,2019,2020-07-31,1
26,NE,BLACK,1,I,201926BLACKNE1I,2019,2020-07-31,1
17,SW,BLACK,4,J,201917BLACKSW4J,2019,2020-07-31,1
15,SW,BLACK,5,B,201915BLACKSW5B,2019,2020-07-31,1
17,SW,BLACK,1,D,201917BLACKSW1D,2019,2020-07-31,1
2,NE,BLACK,3,A,20192BLACKNE3A,2019,2020-07-31,1
11,SW,BLACK,3,A,201911BLACKSW3A,2019,2020-07-31,1
11,SW,BLACK,3,B,201911BLACKSW3B,2019,2020-07-31,1
11,SW,BLACK,4,F,201911BLACKSW4F,2019,2020-07-31,1
15,SW,BLACK,4,I,201915BLACKSW4I,2019,2020-07-31,1
11,SW,BLACK,4,J,201911BLACKSW4J,2019,2020-07-31,1
16,SW,BLACK,4,J,201916BLACKSW4J,2019,2020-07-31,1
30,SW,BLACK,5,A,201930BLACKSW5A,2019,2020-07-31,1
12,SW,BLACK,5,B,201912BLACKSW5B,2019,2020-07-31,1
19,SW,BLACK,5,C,201919BLACKSW5C,2019,2020-07-31,1
6,SW,BLACK,5,I,20196BLACKSW5I,2019,2020-07-31,1
26,NE,BLACK,1,A,201926BLACKNE1A,2019,2020-07-31,1
17,NE,BLACK,1,B,201917BLACKNE1B,2019,2020-07-31,1
17,NE,BLACK,1,E,201917BLACKNE1E,2019,2020-07-31,1
11,SW,BLACK,1,B,201911BLACKSW1B,2019,2020-07-31,1
7,NE,BLACK,1,F,20197BLACKNE1F,2019,2020-07-31,1
4,SW,BLACK,2,H,20194BLACKSW2H,2019,2020-07-31,1
23,NE,BLACK,1,J,201923BLACKNE1J,2019,2020-07-31,1
26,NE,BLACK,1,J,201926BLACKNE1J,2019,2020-07-31,1
4,SW,BLACK,3,C,20194BLACKSW3C,2019,2020-07-31,1
20,SW,BLACK,4,A,201920BLACKSW4A,2019,2020-07-31,1
18,SW,BLACK,4,E,201918BLACKSW4E,2019,2020-07-31,1
21,SW,BLACK,4,E,201921BLACKSW4E,2019,2020-07-31,1
13,SW,BLACK,4,G,201913BLACKSW4G,2019,2020-07-31,1
20,SW,BLACK,4,H,201920BLACKSW4H,2019,2020-07-31,1
7,SW,BLACK,4,I,20197BLACKSW4I,2019,2020-07-31,1
7,SW,BLACK,4,J,20197BLACKSW4J,2019,2020-07-31,1
13,SW,BLACK,4,J,201913BLACKSW4J,2019,2020-07-31,1
24,SW,BLACK,5,C,201924BLACKSW5C,2019,2020-07-31,1
7,NE,BLACK,5,G,20197BLACKNE5G,2019,2020-07-31,1
7,SW,BLACK,5,G,20197BLACKSW5G,2019,2020-07-31,1
28,SW,BLACK,5,H,201928BLACKSW5H,2019,2020-07-31,1
4,SW,BLACK,5,I,20194BLACKSW5I,2019,2020-07-31,1
7,SW,BLACK,1,B,20197BLACKSW1B,2019,2020-07-31,1
11,SW,BLACK,4,A,201911BLACKSW4A,2019,2020-07-31,1
17,SW,BLACK,4,D,201917BLACKSW4D,2019,2020-07-31,1
7,SW,BLACK,5,J,20197BLACKSW5J,2019,2020-07-31,1
13,NE,BLACK,2,C,201913BLACKNE2C,2019,2020-07-31,1
15,SW,BLACK,5,I,201915BLACKSW5I,2019,2020-07-31,1
26,SW,BLACK,1,E,201926BLACKSW1E,2019,2020-07-31,1
4,SW,BLACK,2,G,20194BLACKSW2G,2019,2020-07-31,1
30,NE,BLACK,2,G,201930BLACKNE2G,2019,2020-07-31,1
26,SW,BLACK,4,J,201926BLACKSW4J,2019,2020-07-31,1
18,SW,BLACK,5,E,201918BLACKSW5E,2019,2020-07-31,1
3,SW,BLACK,5,F,20193BLACKSW5F,2019,2020-07-31,1
6,SW,BLACK,5,F,20196BLACKSW5F,2019,2020-07-31,1
6,SW,BLACK,5,G,20196BLACKSW5G,2019,2020-07-31,1
5,NE,BLACK,1,A,20195BLACKNE1A,2019,2020-07-31,1
6,NE,BLACK,1,C,20196BLACKNE1C,2019,2020-07-31,1
7,NE,BLACK,1,G,20197BLACKNE1G,2019,2020-07-31,1
2,SW,BLACK,2,I,20192BLACKSW2I,2019,2020-07-31,1
9,SW,BLACK,2,E,20199BLACKSW2E,2019,2020-07-31,1
11,NE,BLACK,2,H,201911BLACKNE2H,2019,2020-07-31,1
12,NE,BLACK,2,I,201912BLACKNE2I,2019,2020-07-31,1
9,SW,BLACK,4,A,20199BLACKSW4A,2019,2020-07-31,1
6,SW,BLACK,4,H,20196BLACKSW4H,2019,2020-07-31,1
6,SW,BLACK,4,I,20196BLACKSW4I,2019,2020-07-31,1
2,SW,BLACK,5,A,20192BLACKSW5A,2019,2020-07-31,1
18,SW,BLACK,5,A,201918BLACKSW5A,2019,2020-07-31,1
6,SW,BLACK,5,C,20196BLACKSW5C,2019,2020-07-31,1
4,SW,BLACK,5,E,20194BLACKSW5E,2019,2020-07-31,1
26,SW,BLACK,5,F,201926BLACKSW5F,2019,2020-07-31,1
12,SW,BLACK,5,G,201912BLACKSW5G,2019,2020-07-31,1
13,SW,BLACK,5,J,201913BLACKSW5J,2019,2020-07-31,1
24,SW,BLACK,5,J,201924BLACKSW5J,2019,2020-07-31,1
30,SW,BLACK,5,J,201930BLACKSW5J,2019,2020-07-31,1
3,NE,BLACK,1,A,20193BLACKNE1A,2019,2020-07-31,1
3,NE,BLACK,1,E,20193BLACKNE1E,2019,2020-07-31,1
2,NE,BLACK,2,E,20192BLACKNE2E,2019,2020-07-31,1
13,NE,BLACK,2,E,201913BLACKNE2E,2019,2020-07-31,1
3,NE,BLACK,1,G,20193BLACKNE1G,2019,2020-07-31,1
26,NE,BLACK,1,G,201926BLACKNE1G,2019,2020-07-31,1
23,NE,BLACK,1,I,201923BLACKNE1I,2019,2020-07-31,1
17,NE,BLACK,1,J,201917BLACKNE1J,2019,2020-07-31,1
7,NE,BLACK,3,B,20197BLACKNE3B,2019,2020-07-31,1
3,SW,BLACK,2,D,20193BLACKSW2D,2019,2020-07-31,1
2,NE,BLACK,2,F,20192BLACKNE2F,2019,2020-07-31,1
3,NE,BLACK,2,G,20193BLACKNE2G,2019,2020-07-31,1
5,NE,BLACK,2,I,20195BLACKNE2I,2019,2020-07-31,1
21,NE,BLACK,2,I,201921BLACKNE2I,2019,2020-07-31,1
3,SW,BLACK,3,C,20193BLACKSW3C,2019,2020-07-31,1
18,SW,BLACK,4,C,201918BLACKSW4C,2019,2020-07-31,1
7,SW,BLACK,4,F,20197BLACKSW4F,2019,2020-07-31,1
1,SW,BLACK,5,A,20191BLACKSW5A,2019,2020-07-31,1
3,SW,BLACK,5,A,20193BLACKSW5A,2019,2020-07-31,1
30,SW,BLACK,5,E,201930BLACKSW5E,2019,2020-07-31,1
6,SW,BLACK,5,H,20196BLACKSW5H,2019,2020-07-31,1
8,SW,BLUE,2,H,20198BLUESW2H,2019,2020-07-31,1
17,SW,BLUE,5,G,201917BLUESW5G,2019,2020-07-31,1
17,SW,BLUE,4,B,201917BLUESW4B,2019,2020-07-31,1
17,SW,BLUE,4,G,201917BLUESW4G,2019,2020-07-31,1
17,SW,BLUE,4,H,201917BLUESW4H,2019,2020-07-31,1
17,SW,BLUE,4,I,201917BLUESW4I,2019,2020-07-31,1
17,SW,BLUE,5,E,201917BLUESW5E,2019,2020-07-31,1
4,SW,BLUE,5,G,20194BLUESW5G,2019,2020-07-31,1
21,SW,BLUE,3,A,201921BLUESW3A,2019,2020-07-31,1
7,SW,BLUE,5,C,20197BLUESW5C,2019,2020-07-31,1
7,NE,BLUE,1,A,20197BLUENE1A,2019,2020-07-31,1
4,SW,BLUE,2,G,20194BLUESW2G,2019,2020-07-31,1
23,SW,BLUE,2,H,201923BLUESW2H,2019,2020-07-31,1
2,SW,BLUE,5,A,20192BLUESW5A,2019,2020-07-31,1
7,SW,BLUE,5,F,20197BLUESW5F,2019,2020-07-31,1
7,SW,BLUE,5,G,20197BLUESW5G,2019,2020-07-31,1
19,SW,BLUE,1,F,201919BLUESW1F,2019,2020-07-31,1
17,NE,BLUE,1,I,201917BLUENE1I,2019,2020-07-31,1
23,SW,BLUE,1,H,201923BLUESW1H,2019,2020-07-31,1
4,SW,BLUE,2,I,20194BLUESW2I,2019,2020-07-31,1
26,SW,BLUE,2,J,201926BLUESW2J,2019,2020-07-31,1
7,SW,BLUE,4,E,20197BLUESW4E,2019,2020-07-31,1
4,SW,BLUE,5,J,20194BLUESW5J,2019,2020-07-31,1
17,NE,BLUE,1,J,201917BLUENE1J,2019,2020-07-31,1
26,NE,BLUE,1,J,201926BLUENE1J,2019,2020-07-31,1
7,NE,BLUE,4,A,20197BLUENE4A,2019,2020-07-31,1
2,SW,BLUE,4,A,20192BLUESW4A,2019,2020-07-31,1
4,SW,BLUE,4,F,20194BLUESW4F,2019,2020-07-31,1
26,SW,BLUE,5,J,201926BLUESW5J,2019,2020-07-31,1
3,NE,BLUE,1,B,20193BLUENE1B,2019,2020-07-31,1
7,NE,BLUE,1,C,20197BLUENE1C,2019,2020-07-31,1
2,NE,BLUE,1,D,20192BLUENE1D,2019,2020-07-31,1
17,NE,BLUE,1,D,201917BLUENE1D,2019,2020-07-31,1
4,SW,BLUE,1,H,20194BLUESW1H,2019,2020-07-31,1
26,SW,BLUE,2,I,201926BLUESW2I,2019,2020-07-31,1
4,NE,BLUE,1,J,20194BLUENE1J,2019,2020-07-31,1
26,SW,BLUE,3,I,201926BLUESW3I,2019,2020-07-31,1
17,NE,BLUE,2,J,201917BLUENE2J,2019,2020-07-31,1
7,NE,BLUE,3,F,20197BLUENE3F,2019,2020-07-31,1
17,SW,BLUE,4,F,201917BLUESW4F,2019,2020-07-31,1
23,NE,BLUE,1,B,201923BLUENE1B,2019,2020-07-31,1
17,NE,BLUE,1,E,201917BLUENE1E,2019,2020-07-31,1
17,SW,BLUE,1,B,201917BLUESW1B,2019,2020-07-31,1
17,SW,BLUE,1,C,201917BLUESW1C,2019,2020-07-31,1
3,NE,BLUE,2,D,20193BLUENE2D,2019,2020-07-31,1
30,NE,BLUE,2,D,201930BLUENE2D,2019,2020-07-31,1
3,NE,BLUE,1,G,20193BLUENE1G,2019,2020-07-31,1
4,NE,BLUE,1,H,20194BLUENE1H,2019,2020-07-31,1
7,NE,BLUE,1,H,20197BLUENE1H,2019,2020-07-31,1
17,NE,BLUE,1,H,201917BLUENE1H,2019,2020-07-31,1
7,SW,BLUE,2,I,20197BLUESW2I,2019,2020-07-31,1
8,NE,BLUE,3,A,20198BLUENE3A,2019,2020-07-31,1
30,NE,BLUE,3,A,201930BLUENE3A,2019,2020-07-31,1
30,NE,BLUE,3,B,201930BLUENE3B,2019,2020-07-31,1
3,SW,BLUE,2,C,20193BLUESW2C,2019,2020-07-31,1
3,NE,BLUE,3,D,20193BLUENE3D,2019,2020-07-31,1
30,NE,BLUE,2,G,201930BLUENE2G,2019,2020-07-31,1
2,SW,BLUE,3,G,20192BLUESW3G,2019,2020-07-31,1
7,NE,BLUE,3,G,20197BLUENE3G,2019,2020-07-31,1
17,NE,BLUE,3,G,201917BLUENE3G,2019,2020-07-31,1
26,NE,BLUE,3,J,201926BLUENE3J,2019,2020-07-31,1
26,SW,BLUE,4,A,201926BLUESW4A,2019,2020-07-31,1
30,NE,BLUE,4,C,201930BLUENE4C,2019,2020-07-31,1
13,SW,BLUE,4,D,201913BLUESW4D,2019,2020-07-31,1
4,SW,BLUE,4,J,20194BLUESW4J,2019,2020-07-31,1
25,SW,BLUE,4,J,201925BLUESW4J,2019,2020-07-31,1
4,SW,BLUE,5,F,20194BLUESW5F,2019,2020-07-31,1
1,SW,BLUE,5,H,20191BLUESW5H,2019,2020-07-31,1
26,NE,BLACK,3,I,201926BLACKNE3I,2019,2020-08-13,1
16,SW,BLACK,4,I,201916BLACKSW4I,2019,2020-08-13,1
19,SW,BLACK,5,H,201919BLACKSW5H,2019,2020-08-13,1
26,NE,BLACK,2,J,201926BLACKNE2J,2019,2020-08-13,1
13,SW,BLACK,4,H,201913BLACKSW4H,2019,2020-08-13,1
13,NE,BLACK,4,J,201913BLACKNE4J,2019,2020-08-13,1
13,NE,BLACK,5,D,201913BLACKNE5D,2019,2020-08-13,1
26,SW,BLACK,1,I,201926BLACKSW1I,2019,2020-08-13,1
14,NE,BLACK,1,A,201914BLACKNE1A,2019,2020-08-13,1
14,NE,BLACK,1,B,201914BLACKNE1B,2019,2020-08-13,1
16,NE,BLACK,1,B,201916BLACKNE1B,2019,2020-08-13,1
9,NE,BLACK,1,E,20199BLACKNE1E,2019,2020-08-13,1
26,SW,BLACK,1,B,201926BLACKSW1B,2019,2020-08-13,1
6,SW,BLACK,3,C,20196BLACKSW3C,2019,2020-08-13,1
26,SW,BLACK,3,E,201926BLACKSW3E,2019,2020-08-13,1
15,SW,BLACK,4,C,201915BLACKSW4C,2019,2020-08-13,1
24,SW,BLACK,5,B,201924BLACKSW5B,2019,2020-08-13,1
16,NE,BLACK,5,F,201916BLACKNE5F,2019,2020-08-13,1
26,SW,BLUE,3,A,201926BLUESW3A,2019,2020-08-13,1
28,SW,BLUE,5,G,201928BLUESW5G,2019,2020-08-13,1
28,NE,BLUE,1,H,201928BLUENE1H,2019,2020-08-13,1
3,SW,BLUE,2,D,20193BLUESW2D,2019,2020-08-13,1
26,NE,BLUE,3,F,201926BLUENE3F,2019,2020-08-13,1
7,SW,BLUE,4,H,20197BLUESW4H,2019,2020-08-13,1
3,SW,BLUE,5,A,20193BLUESW5A,2019,2020-08-13,1
13,NE,BLACK,4,E,201913BLACKNE4E,2019,2020-08-30,1
17,SW,BLUE,2,H,201917BLUESW2H,2019,2020-08-30,1
17,NE,BLUE,1,A,201917BLUENE1A,2019,2020-08-30,1
13,NE,BLUE,1,G,201913BLUENE1G,2019,2020-08-30,1
28,SW,BLUE,1,C,201928BLUESW1C,2019,2020-08-30,1
19,SW,BLACK,3,A,201919BLACKSW3A,2019,2020-09-12,1
19,SW,BLACK,4,A,201919BLACKSW4A,2019,2020-09-12,1
26,NE,BLACK,1,E,201926BLACKNE1E,2019,2020-09-12,1
19,NE,BLACK,5,F,201919BLACKNE5F,2019,2020-09-12,1
19,SW,BLUE,5,J,201919BLUESW5J,2019,2020-09-12,1
19,SW,BLUE,1,A,201919BLUESW1A,2019,2020-09-12,1
19,NE,BLUE,5,G,201919BLUENE5G,2019,2020-09-12,1
19,NE,BLACK,5,G,201919BLACKNE5G,2019,2020-09-26,1
16,SW,BLACK,1,H,201916BLACKSW1H,2019,2021-08-08,1
21,NE,BLACK,NA,NA,201921BLACKNENANA,2019,2022-10-12,1
3,NE,BLUE,NA,NA,20193BLUENENANA,2019,2022-10-12,1
7,SW,BLUE,NA,NA,20197BLUESWNANA,2019,2022-10-12,1
17,NE,BLUE,5,G,201917BLUENE5G,2019,2022-10-12,1
23,NE,BLUE,NA,NA,201923BLUENENANA,2019,2022-10-12,1
1,NE,BLACK,1,A,20191BLACKNE1A,2019,2019-09-07,0
2,NE,BLACK,1,A,20192BLACKNE1A,2019,2019-09-07,0
4,NE,BLACK,1,A,20194BLACKNE1A,2019,2019-09-07,0
6,NE,BLACK,1,A,20196BLACKNE1A,2019,2019-09-07,0
7,NE,BLACK,1,A,20197BLACKNE1A,2019,2019-09-07,0
8,NE,BLACK,1,A,20198BLACKNE1A,2019,2019-09-07,0
9,NE,BLACK,1,A,20199BLACKNE1A,2019,2019-09-07,0
10,NE,BLACK,1,A,201910BLACKNE1A,2019,2019-09-07,0
11,NE,BLACK,1,A,201911BLACKNE1A,2019,2019-09-07,0
12,NE,BLACK,1,A,201912BLACKNE1A,2019,2019-09-07,0
13,NE,BLACK,1,A,201913BLACKNE1A,2019,2019-09-07,0
15,NE,BLACK,1,A,201915BLACKNE1A,2019,2019-09-07,0
16,NE,BLACK,1,A,201916BLACKNE1A,2019,2019-09-07,0
17,NE,BLACK,1,A,201917BLACKNE1A,2019,2019-09-07,0
18,NE,BLACK,1,A,201918BLACKNE1A,2019,2019-09-07,0
19,NE,BLACK,1,A,201919BLACKNE1A,2019,2019-09-07,0
20,NE,BLACK,1,A,201920BLACKNE1A,2019,2019-09-07,0
21,NE,BLACK,1,A,201921BLACKNE1A,2019,2019-09-07,0
22,NE,BLACK,1,A,201922BLACKNE1A,2019,2019-09-07,0
23,NE,BLACK,1,A,201923BLACKNE1A,2019,2019-09-07,0
24,NE,BLACK,1,A,201924BLACKNE1A,2019,2019-09-07,0
25,NE,BLACK,1,A,201925BLACKNE1A,2019,2019-09-07,0
27,NE,BLACK,1,A,201927BLACKNE1A,2019,2019-09-07,0
28,NE,BLACK,1,A,201928BLACKNE1A,2019,2019-09-07,0
29,NE,BLACK,1,A,201929BLACKNE1A,2019,2019-09-07,0
30,NE,BLACK,1,A,201930BLACKNE1A,2019,2019-09-07,0
1,NE,BLACK,1,B,20191BLACKNE1B,2019,2019-09-07,0
2,NE,BLACK,1,B,20192BLACKNE1B,2019,2019-09-07,0
3,NE,BLACK,1,B,20193BLACKNE1B,2019,2019-09-07,0
